128.91686	37.787813
128.916247	37.793313
128.900098	37.809654
128.899588	37.801328
128.949709	37.765126
128.862171	37.850557
128.875957	37.840727
128.868683	37.841737
129.050392	37.667539
128.937913	37.775796
128.951554	37.769769
128.986957	37.736653
128.986083	37.730761
128.982591	37.727727
128.972745	37.737193
128.847534	37.866883
129.049666	37.619768
129.046222	37.629532
129.048468	37.655441
129.032624	37.69006
129.033574	37.687221
129.04094	37.681013
128.82891	37.897137
128.82637	37.89389
128.821923	37.885274
128.82936	37.905039
128.825099	37.904771
128.507909	38.37254
128.510808	38.368111
128.476095	38.391802
128.450281	38.440948
128.457383	38.45258
128.462411	38.450475
128.447698	38.447087
128.509234	38.355317
128.511635	38.342031
128.507208	38.354208
128.543935	38.288906
128.547534	38.288391
128.540417	38.291983
128.41861	38.500797
128.426748	38.495172
128.423675	38.497052
128.401322	38.538386
128.543018	38.30018
128.530779	38.314506
128.548043	38.30344
128.459125	38.423319
128.461126	38.423097
128.564404	38.250728
128.556468	38.25159
128.555044	38.2725
128.554321	38.2691
128.554793	38.265186
128.54959	38.27337
128.525145	38.329206
128.529296	38.315042
128.522738	38.330697
128.553032	38.255495
128.555129	38.256005
128.433106	38.484328
128.436931	38.483667
128.401322	38.538386
128.430651	38.488511
129.0981604	37.5882871
129.099655	37.581666
129.1054637	37.582091
129.080633	37.596084
129.0846615	37.5939099
129.089602	37.591345
129.12004	37.55507
129.1162707	37.5541259
129.113747	37.553543
129.110979	37.541447
129.112147	37.5360243
129.1157289	37.5338776
129.1125945	37.5798336
129.114684	37.577017
129.117725	37.567126
129.1186236	37.56548
129.119225	37.562864
129.1189125	37.5607343
129.1207191	37.5578726
129.124922	37.515598
129.121971	37.527528
129.121746	37.519598
129.136641	37.4871541
129.1554047	37.479607
129.1574342	37.4796817
129.342842	37.173482
129.164759	37.472401
128.578438	38.206688
128.584979	38.20319
128.585968	38.206458
128.584739	38.207064
128.591128	38.207021
128.5912	38.206673
128.568006	38.199761
128.577567	38.197275
128.603249	38.174299
128.60465	38.171426
128.606948	38.165088
129.221761	35.21253
128.594877	38.212953
128.594867	38.21293
128.592672	38.2162
128.585083	38.215271
128.599975	38.21388
128.583699	38.225719
128.58519	38.226504
128.586193	38.227893
128.573411	38.185521
128.570953	38.190191
128.5912	38.206673
128.593481	38.201803
128.5936	38.2049
128.595786	38.191238
128.606057	38.184507
128.599959	38.179108
128.602467	38.183971
128.73111	38.00555
128.6295028	38.1123417
128.786052	37.945723
128.785876	37.941682
128.786086	37.940314
128.759085	37.980265
128.68222	38.05527
128.6825	38.05138
128.61027	38.15361
128.62277	38.13166
128.67277	38.07638
